PMID,IndexingMethod_x,MESH_x,IndexingMethod_y,DateRevised,MESH_y,MeshMatch,IndexingMatch
40737801,Automated,"['Lead--urine', 'Colorimetry--instrumentation--methods', 'Humans', 'Calibration', 'Limit of Detection']",Manual,20260319,"['Colorimetry--instrumentation--methods', 'Lead--urine', 'Limit of Detection', 'Calibration']",False,False
40738201,Automated,"['Humans', 'Genetic Vectors--administration & dosage', 'Genetic Therapy--methods', 'Dependovirus--genetics', 'Retinal Diseases--therapy--genetics', 'Gene Transfer Techniques', 'Intravitreal Injections', 'Choroid Diseases--therapy']",Curated,20260731,"['Humans', 'Choroid Diseases--therapy', 'Dependovirus--genetics', 'Gene Transfer Techniques', 'Genetic Therapy--methods', 'Genetic Vectors--administration & dosage', 'Intravitreal Injections', 'Retinal Diseases--therapy--genetics']",False,False
40738230,Automated,"['Humans', 'Amputation, Surgical--mortality--adverse effects', 'Male', 'Female', 'Aged', 'Peripheral Arterial Disease--mortality--surgery--diagnosis--diagnostic imaging', 'Risk Factors', 'Time Factors', 'Middle Aged', 'Treatment Outcome', 'Databases, Factual', 'Risk Assessment', 'Ischemia--mortality--surgery', 'Retrospective Studies', 'Lower Extremity--blood supply', 'Chronic Limb-Threatening Ischemia--mortality--surgery', 'Postoperative Complications--mortality', 'Chronic Disease', 'Aged, 80 and over', 'United States--epidemiology', 'Vascular Surgical Procedures--adverse effects--mortality']",Manual,20260223,"['Retrospective Studies', 'Databases, Factual', 'Chronic Limb-Threatening Ischemia--mortality--physiopathology--therapy', 'Amputation, Surgical--adverse effects--mortality', 'Preoperative Care--methods--mortality', 'Vascular Surgical Procedures--methods--mortality', 'Logistic Models', 'Chi-Square Distribution', 'Odds Ratio', 'Treatment Outcome', 'United States--epidemiology', 'Time Factors', 'Risk Factors', 'Lower Extremity--blood supply--surgery', 'Humans', 'Male', 'Female', 'Middle Aged', 'Aged']",False,False
40738230,Automated,"['Humans', 'Amputation, Surgical--mortality--adverse effects', 'Male', 'Female', 'Aged', 'Peripheral Arterial Disease--mortality--surgery--diagnosis--diagnostic imaging', 'Risk Factors', 'Time Factors', 'Middle Aged', 'Treatment Outcome', 'Databases, Factual', 'Risk Assessment', 'Ischemia--mortality--surgery', 'Retrospective Studies', 'Lower Extremity--blood supply', 'Chronic Limb-Threatening Ischemia--mortality--surgery', 'Postoperative Complications--mortality', 'Chronic Disease', 'Aged, 80 and over', 'United States--epidemiology', 'Vascular Surgical Procedures--adverse effects--mortality']",Manual,20260418,"['Retrospective Studies', 'Databases, Factual', 'Chronic Limb-Threatening Ischemia--mortality--physiopathology--therapy', 'Amputation, Surgical--adverse effects--mortality', 'Preoperative Care--methods--mortality', 'Vascular Surgical Procedures--methods--mortality', 'Logistic Models', 'Chi-Square Distribution', 'Odds Ratio', 'Treatment Outcome', 'United States--epidemiology', 'Time Factors', 'Risk Factors', 'Lower Extremity--blood supply--surgery', 'Humans', 'Male', 'Female', 'Middle Aged', 'Aged']",False,False
40738349,Automated,"['Animals', 'Boron Neutron Capture Therapy--methods--adverse effects', 'Head and Neck Neoplasms--radiotherapy--pathology--blood', 'Mice', 'Boron Compounds--toxicity--administration & dosage--pharmacokinetics', 'Rats', 'Mice, Nude', 'Rats, Sprague-Dawley', 'Tyrosine--analogs & derivatives--toxicity--administration & dosage--pharmacokinetics', 'Humans', 'Male', 'Time Factors', 'Radiation-Sensitizing Agents--toxicity--administration & dosage--pharmacokinetics', 'Cell Line, Tumor', 'Female', 'Xenograft Model Antitumor Assays', 'Phenylalanine--analogs & derivatives', 'Disease Models, Animal']",Manual,20260318,"['Rats, Sprague-Dawley', 'Animals', 'Mice', 'Rats', 'Toxicity Tests, Acute', 'Boron Neutron Capture Therapy--adverse effects--methods', 'Head and Neck Neoplasms--pathology--radiotherapy', 'Radiation-Sensitizing Agents--administration & dosage--toxicity', 'Tyrosine--administration & dosage--analogs & derivatives--pharmacokinetics--toxicity', 'Boron Compounds--administration & dosage--toxicity', 'Phenylalanine--administration & dosage--analogs & derivatives--analogs & derivatives', 'Xenograft Model Antitumor Assays', 'Cell Line, Tumor', 'Mice, Nude', 'Humans', 'Female', 'Mice, Inbred BALB C', 'Injections, Intravenous', 'Time Factors']",False,False
40738437,Automated,"['Chitosan--chemistry', 'Glutaral--chemistry', 'Polymers--chemistry', 'Indoles--chemistry', 'Adsorption', 'Chromium--chemistry--isolation & purification', 'Water Pollutants, Chemical--chemistry--isolation & purification', 'Kinetics', 'Hydrogen-Ion Concentration', 'Cross-Linking Reagents--chemistry', 'Water Purification--methods', 'Water--chemistry', 'Metal-Organic Frameworks', 'Phthalic Acids']",Manual,20260302,"['Chitosan--chemistry', 'Chromium--chemistry--isolation & purification', 'Cross-Linking Reagents', 'Glutaral--chemistry', 'Waste Disposal, Fluid--methods', 'Water Pollutants, Chemical--chemistry--isolation & purification', 'Adsorption', 'Indoles', 'Polymers']",False,False
40738485,Automated,"['Humans', 'Female', 'Male', 'Adult', 'Pain Threshold--psychology--physiology', 'Middle Aged', 'Young Adult', 'Surveys and Questionnaires', 'Mental Health', 'Hot Temperature', 'Adolescent', 'Fatigue--psychology', 'Pain Measurement']",Manual,20260303,"['Latent Class Analysis', 'Pain Threshold--physiology--psychology', 'Psychological Tests', 'Psychological Distress', 'Fatigue--psychology', 'Principal Component Analysis', 'Regression Analysis', 'Pain Measurement', 'Hot Temperature', 'Mental Health', 'Mental Disorders--psychology', 'Humans', 'Male', 'Female', 'Adolescent', 'Young Adult', 'Adult', 'Middle Aged', 'Psychological Well-Being--psychology', 'Physical Stimulation', 'Magnetic Resonance Imaging', 'Neuroimaging']",False,False
40738485,Automated,"['Humans', 'Female', 'Male', 'Adult', 'Pain Threshold--psychology--physiology', 'Middle Aged', 'Young Adult', 'Surveys and Questionnaires', 'Mental Health', 'Hot Temperature', 'Adolescent', 'Fatigue--psychology', 'Pain Measurement']",Manual,20260717,"['Latent Class Analysis', 'Pain Threshold--physiology--psychology', 'Psychological Tests', 'Psychological Distress', 'Fatigue--psychology', 'Principal Component Analysis', 'Regression Analysis', 'Pain Measurement', 'Hot Temperature', 'Mental Health', 'Mental Disorders--psychology', 'Humans', 'Male', 'Female', 'Adolescent', 'Young Adult', 'Adult', 'Middle Aged', 'Psychological Well-Being--psychology', 'Physical Stimulation', 'Magnetic Resonance Imaging', 'Neuroimaging']",False,False
40738769,Automated,"['Humans', 'Inflammation--immunology--metabolism', 'Chronic Disease', 'Animals', 'Autophagy', 'NF-kappa B--metabolism', 'Signal Transduction']",Manual,20260309,"['Chronic Disease', 'Inflammation--immunology--metabolism', 'NF-kappa B--immunology--metabolism', 'Autophagy', 'Humans', 'Animals', 'Disease Models, Animal']",False,False
40738769,Automated,"['Humans', 'Inflammation--immunology--metabolism', 'Chronic Disease', 'Animals', 'Autophagy', 'NF-kappa B--metabolism', 'Signal Transduction']",Manual,20260607,"['Chronic Disease', 'Inflammation--immunology--metabolism', 'NF-kappa B--immunology--metabolism', 'Autophagy', 'Humans', 'Animals', 'Disease Models, Animal']",False,False
40738839,Automated,"['Evolution, Molecular', 'Animals', 'Humans', 'Systems Biology', 'Biological Evolution', 'Models, Genetic', 'Mutation']",Manual,20260309,"['Humans', 'Animals', 'Evolution, Molecular', 'Mutation', 'Adaptation, Physiological', 'Systems Biology']",False,False
40738839,Automated,"['Evolution, Molecular', 'Animals', 'Humans', 'Systems Biology', 'Biological Evolution', 'Models, Genetic', 'Mutation']",Manual,20260715,"['Humans', 'Animals', 'Evolution, Molecular', 'Mutation', 'Adaptation, Physiological', 'Systems Biology']",False,False
40739695,Automated,"['Humans', 'Female', 'Milk, Human--immunology--cytology', 'Parity--immunology', 'Adult', 'T-Lymphocytes--immunology', 'Young Adult']",Manual,20260414,"['Parity--immunology', 'Milk, Human--cytology--immunology', 'T-Lymphocytes--metabolism', 'Breast Feeding', 'Stem Cells--metabolism', 'Humans', 'Female', 'Pregnancy', 'Infant, Newborn', 'Infant', 'Adult']",False,False
40739723,Automated,"['DNA, Catalytic--chemistry--metabolism', 'Biosensing Techniques--methods', 'Humans', 'MicroRNAs--analysis--genetics', 'Catalysis', 'Manganese Compounds--chemistry', 'Animals', 'Oxides--chemistry', 'Glutathione--chemistry', 'Mice', 'DNA--chemistry', 'Nanostructures--chemistry']",Manual,20260217,"['Humans', 'Animals', 'Mice', 'Cell Line, Tumor', 'DNA, Catalytic--chemistry--metabolism', 'Nucleic Acid Amplification Techniques--instrumentation--methods', 'Nanostructures--chemistry', 'DNA--chemistry--metabolism', 'Biosensing Techniques--methods', 'Biocatalysis', 'Mice, Nude', 'MicroRNAs--analysis--metabolism']",False,False
40739806,Automated,"['Calcium--metabolism', 'Humans', 'Animals', 'Neoplasms--therapy--metabolism', 'Mitochondria--metabolism--drug effects', 'Endoplasmic Reticulum Stress--drug effects', 'Cell Line, Tumor', 'Catalysis', 'Mice', 'Hydrogen Peroxide--metabolism--chemistry', 'Apoptosis--drug effects', 'Endoplasmic Reticulum--metabolism', 'Nanoparticles--chemistry']",Manual,20260213,"['Nanoparticles--administration & dosage--chemistry', 'Neoplasms--therapy', 'Calcium--metabolism', 'Photochemical Processes', 'Catalysis', 'Oxidation-Reduction', 'Humans', 'Female', 'Animals', 'Mice', 'Mice, Inbred BALB C', 'Mitochondria--drug effects--metabolism', 'Endoplasmic Reticulum--drug effects--metabolism', 'Cell Line, Tumor']",False,False
40739806,Automated,"['Calcium--metabolism', 'Humans', 'Animals', 'Neoplasms--therapy--metabolism', 'Mitochondria--metabolism--drug effects', 'Endoplasmic Reticulum Stress--drug effects', 'Cell Line, Tumor', 'Catalysis', 'Mice', 'Hydrogen Peroxide--metabolism--chemistry', 'Apoptosis--drug effects', 'Endoplasmic Reticulum--metabolism', 'Nanoparticles--chemistry']",Manual,20260722,"['Nanoparticles--administration & dosage--chemistry', 'Neoplasms--therapy', 'Calcium--metabolism', 'Photochemical Processes', 'Catalysis', 'Oxidation-Reduction', 'Humans', 'Female', 'Animals', 'Mice', 'Mice, Inbred BALB C', 'Mitochondria--drug effects--metabolism', 'Endoplasmic Reticulum--drug effects--metabolism', 'Cell Line, Tumor']",False,False
40740001,Automated,"['Humans', 'Psoriasis--drug therapy--pathology', 'Retrospective Studies', 'Female', 'Male', 'Middle Aged', 'Adult', 'Severity of Illness Index', 'Biological Products--therapeutic use--administration & dosage', 'Aged', 'Dermatologic Agents--therapeutic use--administration & dosage', 'Ustekinumab--therapeutic use', 'Antibodies, Monoclonal, Humanized', 'Treatment Outcome']",Manual,20260206,"['Psoriasis--drug therapy--immunology--pathology', 'Patient Acuity', 'Humans', 'Male', 'Female', 'Adult', 'Middle Aged', 'Retrospective Studies', 'Biological Products--therapeutic use', 'Antibodies, Monoclonal, Humanized--therapeutic use', 'Treatment Outcome']",False,False
40742192,Automated,"['Humans', 'High-Throughput Nucleotide Sequencing', 'Gene Rearrangement', 'Female', 'Adult', 'Male', 'Middle Aged', 'Granuloma, Plasma Cell--genetics--pathology--diagnosis', 'Receptor Protein-Tyrosine Kinases--genetics', 'Aged', 'Young Adult', 'Adolescent', 'Neoplasms, Muscle Tissue--genetics--pathology']",Manual,20260403,"['High-Throughput Nucleotide Sequencing', 'Neoplasms, Muscle Tissue--diagnosis--genetics--immunology--pathology', 'Receptor Protein-Tyrosine Kinases--genetics', 'Gene Rearrangement', 'Granuloma, Plasma Cell--diagnosis--genetics--immunology--pathology', 'Oncogene Proteins, Fusion--genetics', 'Receptor, trkC--genetics', 'ETS Translocation Variant 6 Protein--genetics', 'Neoplasm Recurrence, Local--diagnosis--epidemiology--genetics--pathology', 'Follow-Up Studies', 'Humans', 'Male', 'Female', 'Adult', 'Middle Aged', 'Aged']",False,False
40742388,Automated,"['Extracellular Traps--immunology--metabolism', 'Humans', 'Pancreatic Neoplasms--immunology--pathology--metabolism', 'Tumor Microenvironment--immunology', 'Macrophages--immunology--metabolism', 'Neutrophils--immunology--metabolism', 'Adenocarcinoma--immunology--pathology', 'Chemokine CCL2--metabolism', 'Female', 'Male', 'Mice', 'Cell Line, Tumor']",Curated,20260506,"['Female', 'Humans', 'Male', 'Mice', 'Adenocarcinoma--immunology--pathology', 'Cell Line, Tumor', 'Chemokine CCL2--metabolism', 'Extracellular Traps--immunology--metabolism', 'Macrophages--immunology--metabolism', 'Neutrophils--immunology--metabolism', 'Pancreatic Neoplasms--immunology--pathology--metabolism', 'Tumor Microenvironment--immunology', 'Animals']",False,False
40742388,Automated,"['Extracellular Traps--immunology--metabolism', 'Humans', 'Pancreatic Neoplasms--immunology--pathology--metabolism', 'Tumor Microenvironment--immunology', 'Macrophages--immunology--metabolism', 'Neutrophils--immunology--metabolism', 'Adenocarcinoma--immunology--pathology', 'Chemokine CCL2--metabolism', 'Female', 'Male', 'Mice', 'Cell Line, Tumor']",Curated,20260513,"['Female', 'Humans', 'Male', 'Mice', 'Adenocarcinoma--immunology--pathology', 'Cell Line, Tumor', 'Chemokine CCL2--metabolism', 'Extracellular Traps--immunology--metabolism', 'Macrophages--immunology--metabolism', 'Neutrophils--immunology--metabolism', 'Pancreatic Neoplasms--immunology--pathology--metabolism', 'Tumor Microenvironment--immunology', 'Animals']",False,False
40742388,Automated,"['Extracellular Traps--immunology--metabolism', 'Humans', 'Pancreatic Neoplasms--immunology--pathology--metabolism', 'Tumor Microenvironment--immunology', 'Macrophages--immunology--metabolism', 'Neutrophils--immunology--metabolism', 'Adenocarcinoma--immunology--pathology', 'Chemokine CCL2--metabolism', 'Female', 'Male', 'Mice', 'Cell Line, Tumor']",Curated,20260813,"['Female', 'Humans', 'Male', 'Mice', 'Adenocarcinoma--immunology--pathology', 'Cell Line, Tumor', 'Chemokine CCL2--metabolism', 'Extracellular Traps--immunology--metabolism', 'Macrophages--immunology--metabolism', 'Neutrophils--immunology--metabolism', 'Pancreatic Neoplasms--immunology--pathology--metabolism', 'Tumor Microenvironment--immunology', 'Animals']",False,False
40742517,Automated,"['Humans', 'Male', 'Female', 'Cilia--ultrastructure--pathology--genetics', 'Child', 'Child, Preschool', 'Retrospective Studies', 'Kartagener Syndrome--diagnosis--genetics--pathology', 'Adolescent', 'Infant', 'Adult', 'Exome Sequencing', 'Young Adult', 'Phenotype', 'Mutation', 'Genetic Association Studies', 'Middle Aged']",Manual,20260330,"['Ciliary Motility Disorders--diagnosis--genetics--pathology', 'Retrospective Studies', 'Video Recording', 'Cilia--genetics--pathology--ultrastructure', 'Exome Sequencing', 'Microscopy, Electron, Transmission', 'RNA Splicing', 'Genetic Association Studies', 'Nasal Mucosa--cytology--diagnostic imaging--pathology', 'Biopsy', 'Humans', 'Male', 'Female', 'Infant, Newborn', 'Infant', 'Child, Preschool', 'Child', 'Adolescent', 'Young Adult', 'Adult', 'Middle Aged', 'Aged', 'DNA-Binding Proteins--genetics', 'Polymorphism, Single Nucleotide', 'Axonemal Dyneins--genetics']",False,False
40742517,Automated,"['Humans', 'Male', 'Female', 'Cilia--ultrastructure--pathology--genetics', 'Child', 'Child, Preschool', 'Retrospective Studies', 'Kartagener Syndrome--diagnosis--genetics--pathology', 'Adolescent', 'Infant', 'Adult', 'Exome Sequencing', 'Young Adult', 'Phenotype', 'Mutation', 'Genetic Association Studies', 'Middle Aged']",Manual,20260629,"['Ciliary Motility Disorders--diagnosis--genetics--pathology', 'Retrospective Studies', 'Video Recording', 'Cilia--genetics--pathology--ultrastructure', 'Exome Sequencing', 'Microscopy, Electron, Transmission', 'RNA Splicing', 'Genetic Association Studies', 'Nasal Mucosa--cytology--diagnostic imaging--pathology', 'Biopsy', 'Humans', 'Male', 'Female', 'Infant, Newborn', 'Infant', 'Child, Preschool', 'Child', 'Adolescent', 'Young Adult', 'Adult', 'Middle Aged', 'Aged', 'DNA-Binding Proteins--genetics', 'Polymorphism, Single Nucleotide', 'Axonemal Dyneins--genetics']",False,False
40742839,Automated,"['Alzheimer Disease--diagnostic imaging', 'Humans', 'Multimodal Imaging--methods', 'Image Interpretation, Computer-Assisted--methods', 'Algorithms', 'Brain--diagnostic imaging', 'Databases, Factual']",Manual,20260427,"['Humans', 'Multimodal Imaging--methods', 'Image Interpretation, Computer-Assisted', 'Alzheimer Disease--diagnostic imaging', 'Databases, Factual', 'Algorithms']",False,False
40743430,Automated,"['Humans', 'Female', 'GTP-Binding Protein alpha Subunits, Gs--genetics', 'Middle Aged', 'Chromogranins--genetics', 'Pancreatic Cyst--genetics--surgery--pathology--diagnosis--diagnostic imaging', 'Mutation', 'Proto-Oncogene Proteins p21(ras)--genetics', 'Pancreatectomy', 'Pancreatic Neoplasms--genetics--surgery--diagnosis--pathology', 'DNA Mutational Analysis']",Manual,20260422,"['Humans', 'Female', 'Middle Aged', 'Pancreatic Cyst--diagnosis--genetics--pathology--surgery', 'GTP-Binding Protein alpha Subunits--genetics', 'Mutation', 'Chromogranins--genetics', 'Pancreatic Neoplasms--diagnosis--genetics--pathology--surgery', 'Proto-Oncogene Proteins p21(ras)', 'GTP-Binding Protein alpha Subunits, Gs']",False,False
40743430,Automated,"['Humans', 'Female', 'GTP-Binding Protein alpha Subunits, Gs--genetics', 'Middle Aged', 'Chromogranins--genetics', 'Pancreatic Cyst--genetics--surgery--pathology--diagnosis--diagnostic imaging', 'Mutation', 'Proto-Oncogene Proteins p21(ras)--genetics', 'Pancreatectomy', 'Pancreatic Neoplasms--genetics--surgery--diagnosis--pathology', 'DNA Mutational Analysis']",Manual,20260525,"['Humans', 'Female', 'Middle Aged', 'Pancreatic Cyst--diagnosis--genetics--pathology--surgery', 'GTP-Binding Protein alpha Subunits--genetics', 'Mutation', 'Chromogranins--genetics', 'Pancreatic Neoplasms--diagnosis--genetics--pathology--surgery', 'Proto-Oncogene Proteins p21(ras)', 'GTP-Binding Protein alpha Subunits, Gs']",False,False
40744116,Automated,"['Humans', 'Retrospective Studies', 'Female', 'Drug Hypersensitivity Syndrome--diagnosis--etiology', 'Middle Aged', 'Male', 'Aged', 'Skin Tests--methods', 'Adult']",Manual,20260218,"['Retrospective Studies', 'Humans', 'Male', 'Female', 'Adult', 'Middle Aged', 'Aged', 'Drug Hypersensitivity Syndrome--diagnosis--etiology', 'Skin Irritancy Tests', 'Skin--drug effects', 'Tertiary Care Centers', 'Contraindications, Drug']",False,False
40744140,Automated,"['Humans', 'Desensitization, Immunologic--methods--adverse effects', 'Male', 'Female', 'Animals', 'Middle Aged', 'Adult', 'Hymenoptera--immunology', 'Insect Bites and Stings--immunology--therapy', 'Arthropod Venoms--immunology', 'Aged', 'Bee Venoms--immunology', 'Treatment Outcome', 'Wasp Venoms--immunology', 'Allergens--immunology', 'Hypersensitivity--therapy--immunology', 'Young Adult']",Manual,20260324,"['Clinical Protocols', 'Time Factors', 'Insect Bites and Stings--immunology--therapy', 'Desensitization, Immunologic--adverse effects--methods', 'Humans', 'Animals', 'Bee Venoms--administration & dosage--adverse effects--immunology', 'Wasp Venoms--administration & dosage--adverse effects--immunology', 'Severity of Illness Index', 'Tryptases--blood', 'Italy', 'Male', 'Female', 'Adolescent', 'Young Adult', 'Adult', 'Middle Aged', 'Aged', 'Aged, 80 and over', 'Hypersensitivity--blood--diagnosis--epidemiology--immunology']",False,False
40744140,Automated,"['Humans', 'Desensitization, Immunologic--methods--adverse effects', 'Male', 'Female', 'Animals', 'Middle Aged', 'Adult', 'Hymenoptera--immunology', 'Insect Bites and Stings--immunology--therapy', 'Arthropod Venoms--immunology', 'Aged', 'Bee Venoms--immunology', 'Treatment Outcome', 'Wasp Venoms--immunology', 'Allergens--immunology', 'Hypersensitivity--therapy--immunology', 'Young Adult']",Manual,20260604,"['Clinical Protocols', 'Time Factors', 'Insect Bites and Stings--immunology--therapy', 'Desensitization, Immunologic--adverse effects--methods', 'Humans', 'Animals', 'Bee Venoms--administration & dosage--adverse effects--immunology', 'Wasp Venoms--administration & dosage--adverse effects--immunology', 'Severity of Illness Index', 'Tryptases--blood', 'Italy', 'Male', 'Female', 'Adolescent', 'Young Adult', 'Adult', 'Middle Aged', 'Aged', 'Aged, 80 and over', 'Hypersensitivity--blood--diagnosis--epidemiology--immunology']",False,False
40744312,Automated,"['Animals', 'Rats, Wistar', 'Oxidative Stress--drug effects', 'Male', 'Endothelium, Vascular--drug effects--metabolism', 'Fluorides--toxicity', 'Rats', 'Anthocyanins--pharmacology', 'Blueberry Plants--chemistry', 'Humans', 'Tumor Suppressor Protein p53--metabolism', 'MicroRNAs--metabolism--genetics', 'Antioxidants--pharmacology']",Curated,20260421,"['Animals', 'Humans', 'Male', 'Rats', 'Anthocyanins--pharmacology', 'Antioxidants--pharmacology', 'Blueberry Plants--chemistry', 'Endothelium, Vascular--drug effects--metabolism', 'Fluorides--toxicity', 'MicroRNAs--metabolism--genetics', 'Oxidative Stress--drug effects', 'Rats, Wistar', 'Tumor Suppressor Protein p53--metabolism']",False,False
40744444,Automated,"['Animals', 'Humans', 'Biological Mimicry--physiology', 'Motion Perception--physiology', 'Depth Perception--physiology', 'Visual Perception--physiology', 'Form Perception--physiology', 'Vision, Ocular--physiology', 'Color Perception--physiology', 'Predatory Behavior--physiology']",Manual,20260403,"['Animals', 'Biological Mimicry', 'Depth Perception', 'Pigmentation', 'Predatory Behavior', 'Visual Perception', 'Color Vision', 'Humans']",False,False
40744851,Automated,"['Humans', 'Dental Prosthesis, Implant-Supported--methods', 'Crowns', 'Immediate Dental Implant Loading--methods', 'Surgery, Computer-Assisted--methods', 'Dental Prosthesis Design', 'Computer-Aided Design', 'Dental Implantation, Endosseous--methods', 'Dental Restoration, Temporary', 'Patient Care Planning', 'Bone Screws']",Manual,20260226,"['Humans', 'Bone Screws', 'Computer-Aided Design', 'Crowns', 'Dental Prosthesis, Implant-Supported', 'Dental Restoration, Temporary--methods', 'Immediate Dental Implant Loading--methods', 'Surgery, Computer-Assisted', 'Male', 'Middle Aged']",False,False
40745022,Automated,"['Humans', 'Diabetes Mellitus, Type 2--surgery--metabolism--physiopathology', 'Bariatric Surgery--methods', 'Obesity--surgery--metabolism', 'Animals', 'Weight Loss', 'Treatment Outcome', 'Autonomic Nervous System']",Manual,20260313,"['Humans', 'Autonomic Nervous System--physiology', 'Bariatric Surgery--adverse effects--economics--methods', 'Brain-Gut Axis--physiology', 'Diabetes Mellitus, Type 2--metabolism--surgery', 'Feeding Behavior--physiology', 'Health Services Accessibility--economics', 'Neurotransmitter Agents--metabolism', 'Obesity--metabolism--surgery', 'Receptors, GABA--metabolism', 'Receptors, N-Methyl-D-Aspartate--metabolism', 'Treatment Outcome', 'Weight Loss--physiology', 'Animals', 'Disease Models, Animal']",False,False
40745022,Automated,"['Humans', 'Diabetes Mellitus, Type 2--surgery--metabolism--physiopathology', 'Bariatric Surgery--methods', 'Obesity--surgery--metabolism', 'Animals', 'Weight Loss', 'Treatment Outcome', 'Autonomic Nervous System']",Manual,20260626,"['Humans', 'Autonomic Nervous System--physiology', 'Bariatric Surgery--adverse effects--economics--methods', 'Brain-Gut Axis--physiology', 'Diabetes Mellitus, Type 2--metabolism--surgery', 'Feeding Behavior--physiology', 'Health Services Accessibility--economics', 'Neurotransmitter Agents--metabolism', 'Obesity--metabolism--surgery', 'Receptors, GABA--metabolism', 'Receptors, N-Methyl-D-Aspartate--metabolism', 'Treatment Outcome', 'Weight Loss--physiology', 'Animals', 'Disease Models, Animal']",False,False
40745595,Automated,"['Humans', 'Artificial Intelligence', 'Checklist', 'Guidelines as Topic', 'Delphi Technique', 'Research Design--standards', 'Generative Artificial Intelligence']",Curated,20260223,"['Humans', 'Artificial Intelligence', 'Checklist', 'Delphi Technique', 'Generative Artificial Intelligence', 'Research Design--standards']",False,False
40747825,Automated,"['Humans', 'Checklist', 'Artificial Intelligence', 'Research Design--standards', 'Delphi Technique', 'Generative Artificial Intelligence']",Curated,20260224,"['Humans', 'Artificial Intelligence', 'Checklist', 'Delphi Technique', 'Generative Artificial Intelligence', 'Research Design--standards']",False,False
40747825,Automated,"['Humans', 'Checklist', 'Artificial Intelligence', 'Research Design--standards', 'Delphi Technique', 'Generative Artificial Intelligence']",Curated,20260304,"['Humans', 'Artificial Intelligence', 'Checklist', 'Delphi Technique', 'Generative Artificial Intelligence', 'Research Design--standards']",False,False
40747960,Automated,"['Humans', 'Animals', 'Oxidative Phosphorylation', 'HEK293 Cells', 'Mice', 'Mitochondria--metabolism--physiology', 'Energy Metabolism--physiology', 'Brain--metabolism', 'Male', 'Leukocytes, Mononuclear--metabolism', 'Mice, Inbred C57BL', 'Cell Respiration--physiology', 'Electron Transport--physiology', 'Blood Platelets--metabolism', 'NAD--metabolism', 'Oxidation-Reduction', 'Mitochondria, Heart--metabolism']",Manual,20260508,"['Oxidative Phosphorylation', 'Energy Metabolism--physiology', 'NAD--metabolism', 'Oxidation-Reduction', 'HEK293 Cells', 'Mitochondria, Heart--metabolism--physiology', 'Brain--metabolism', 'Animals', 'Mice', 'Humans', 'Blood Platelets--metabolism']",False,False
40747960,Automated,"['Humans', 'Animals', 'Oxidative Phosphorylation', 'HEK293 Cells', 'Mice', 'Mitochondria--metabolism--physiology', 'Energy Metabolism--physiology', 'Brain--metabolism', 'Male', 'Leukocytes, Mononuclear--metabolism', 'Mice, Inbred C57BL', 'Cell Respiration--physiology', 'Electron Transport--physiology', 'Blood Platelets--metabolism', 'NAD--metabolism', 'Oxidation-Reduction', 'Mitochondria, Heart--metabolism']",Manual,20260629,"['Oxidative Phosphorylation', 'Energy Metabolism--physiology', 'NAD--metabolism', 'Oxidation-Reduction', 'HEK293 Cells', 'Mitochondria, Heart--metabolism--physiology', 'Brain--metabolism', 'Animals', 'Mice', 'Humans', 'Blood Platelets--metabolism']",False,False
40748026,Automated,"['Integrin alphaVbeta3--metabolism', 'Vascular Endothelial Growth Factor Receptor-2--metabolism', 'Animals', 'Extracellular Matrix--metabolism', 'Peptides--chemistry--pharmacology--metabolism--therapeutic use', 'Humans', 'Mice', 'Choroidal Neovascularization--drug therapy', 'Neovascularization, Pathologic--drug therapy', 'Endothelial Cells--metabolism--drug effects', 'Protein Binding', 'Human Umbilical Vein Endothelial Cells', 'Cell Movement--drug effects', 'Mice, Inbred C57BL']",Manual,20260213,"['Peptides--chemistry--pharmacology--therapeutic use', 'Protein Binding', 'Vascular Endothelial Growth Factor Receptor-2--chemistry--metabolism', 'Humans', 'Animals', 'Rats', 'Cell Line', 'Nanofibers--chemistry', 'Endothelial Cells--cytology--drug effects', 'Cell Movement--drug effects', 'Mice', 'Retina', 'Retinal Neovascularization--drug therapy', 'Extracellular Matrix--drug effects', 'Culture Techniques--methods', 'Integrin alphaVbeta3--chemistry--metabolism', 'Choroidal Neovascularization--drug therapy']",False,False
40748026,Automated,"['Integrin alphaVbeta3--metabolism', 'Vascular Endothelial Growth Factor Receptor-2--metabolism', 'Animals', 'Extracellular Matrix--metabolism', 'Peptides--chemistry--pharmacology--metabolism--therapeutic use', 'Humans', 'Mice', 'Choroidal Neovascularization--drug therapy', 'Neovascularization, Pathologic--drug therapy', 'Endothelial Cells--metabolism--drug effects', 'Protein Binding', 'Human Umbilical Vein Endothelial Cells', 'Cell Movement--drug effects', 'Mice, Inbred C57BL']",Manual,20260722,"['Peptides--chemistry--pharmacology--therapeutic use', 'Protein Binding', 'Vascular Endothelial Growth Factor Receptor-2--chemistry--metabolism', 'Humans', 'Animals', 'Rats', 'Cell Line', 'Nanofibers--chemistry', 'Endothelial Cells--cytology--drug effects', 'Cell Movement--drug effects', 'Mice', 'Retina', 'Retinal Neovascularization--drug therapy', 'Extracellular Matrix--drug effects', 'Culture Techniques--methods', 'Integrin alphaVbeta3--chemistry--metabolism', 'Choroidal Neovascularization--drug therapy']",False,False
